Name,Genres,Studio,Type,Score,Score Rank,Num. of episodes,Popularity Rank
"Ima, Soko ni Iru Boku","['adventure', 'drama', 'fantasy', 'sci-fi']",['aic'],tv,7.63,1269,13,1447
Jigoku Shoujo Mitsuganae,"['mystery', 'supernatural']",['studio deen'],tv,7.63,1270,26,1769
K: Seven Stories Movie 5 - Memory of Red - Burn,"['action', 'supernatural']",['gohands'],movie,7.63,1271,1,4253
Layton Kyouju to Eien no Utahime,"['adventure', 'mystery']","['olm', 'p.a. works']",movie,7.63,1272,1,3683
Mahou Shoujo Lyrical Nanoha StrikerS,"['action', 'comedy', 'drama']",['seven arcs'],tv,7.63,1273,26,2623
Mob Psycho 100: Dai Ikkai Rei toka Soudansho Ian Ryokou - Kokoro Mitasu Iyashi no Tabi,"['action', 'comedy', 'supernatural']",['bones'],ova,7.63,1274,1,2047
Nezha Zhi Mo Tong Jiang Shi,"['action', 'comedy', 'drama', 'fantasy']",['october media'],movie,7.63,1275,1,5242
Non Non Biyori: Okinawa e Ikukoto ni Natta,"['comedy', 'slice of life']",['silver link.'],ova,7.63,1276,1,2398
Owari no Seraph: Nagoya Kessen-hen,"['action', 'drama', 'supernatural']",['wit studio'],tv,7.63,1277,12,226
Pokemon Movie 01: Mewtwo no Gyakushuu,"['action', 'adventure', 'comedy', 'drama', 'fantasy']",['olm'],movie,7.63,1278,1,819
Prison School,"['comedy', 'romance', 'ecchi']",['j.c.staff'],tv,7.63,1279,12,145
Rozen Maiden: Träumend,"['action', 'comedy', 'drama']",['nomad'],tv,7.63,1280,12,1737
Tegamibachi,"['adventure', 'fantasy', 'supernatural']",['studio pierrot'],tv,7.63,1281,25,1559
Tenchi Muyou! Ryououki,"['action', 'comedy', 'sci-fi']",['aic'],ova,7.63,1282,6,2704
Tennis no Ouji-sama: Another Story - Kako to Mirai no Message,['sports'],['m.s.c'],ova,7.63,1283,4,4792
Toaru Hikuushi e no Tsuioku,"['adventure', 'romance']",['madhouse'],movie,7.63,1284,1,2234
Top wo Nerae 2! Diebuster,"['action', 'comedy', 'drama', 'sci-fi']",['gainax'],ova,7.63,1285,6,2157
Trapp Ikka Monogatari,"['drama', 'romance']",['nippon animation'],tv,7.63,1286,40,6343
Wu Dong Qian Kun 2nd Season,"['action', 'adventure', 'fantasy', 'romance']",['motion magic'],ona,7.63,1287,12,8923
Nurarihyon no Mago,"['action', 'supernatural']",['studio deen'],tv,7.62,1288,24,782
Orange,"['drama', 'romance', 'sci-fi']",['telecom animation film'],tv,7.62,1289,13,211
Persona 3 the Movie 2: Midsummer Knight's Dream,"['action', 'fantasy', 'supernatural']",['a-1 pictures'],movie,7.62,1290,1,2064
Rokuhou-dou Yotsuiro Biyori,"['gourmet', 'slice of life']",['zexcs'],tv,7.62,1292,12,3578
Ryuu to Sobakasu no Hime,"['drama', 'fantasy']",['studio chizu'],movie,7.62,1293,1,1814
Shin Tennis no Ouji-sama OVA vs. Genius 10,['sports'],"['production i.g', 'm.s.c']",ova,7.62,1294,10,4625
Shoujo Kakumei Utena: Adolescence Mokushiroku,"['avant garde', 'drama', 'fantasy', 'girls love', 'romance']",['j.c.staff'],movie,7.62,1295,1,2765
Soredemo Sekai wa Utsukushii,"['adventure', 'fantasy', 'romance']",['studio pierrot'],tv,7.62,1297,12,703
Tamayura: Sotsugyou Shashin Part 1 - Kizashi,"['comedy', 'drama', 'slice of life']",['tyo animations'],movie,7.62,1298,1,5322
Tsurune: Kazemai Koukou Kyuudoubu,['sports'],['kyoto animation'],tv,7.62,1299,13,1463
Diamond no Ace: Second Season OVA,['sports'],"['production i.g', 'madhouse']",ova,7.62,1300,2,5541
Evangelion: 3.0 You Can (Not) Redo,"['action', 'drama', 'sci-fi']",['khara'],movie,7.62,1301,1,494
Full Metal Panic!,"['action', 'comedy', 'sci-fi']",['gonzo'],tv,7.62,1302,24,391
Fushigi Yuugi,"['adventure', 'comedy', 'drama', 'fantasy', 'romance']",['studio pierrot'],tv,7.62,1303,52,1618
Gakkougurashi!,"['horror', 'mystery', 'slice of life']",['lerche'],tv,7.62,1304,12,453
Hanma Baki: Son of Ogre,['action'],['tms entertainment'],ona,7.62,1305,12,2052
Jigoku Shoujo,"['horror', 'mystery', 'supernatural']",['studio deen'],tv,7.62,1306,26,577
Kishibe Rohan wa Ugokanai,"['action', 'mystery', 'supernatural']",['david production'],ova,7.62,1307,4,1487
Kuroko no Basket: Mou Ikkai Yarimasen ka,"['comedy', 'sports']",['production i.g'],special,7.62,1308,1,2801
Ajin 2nd Season,"['action', 'horror', 'mystery', 'supernatural']",['polygon pictures'],tv,7.61,1309,13,732
Bishoujo Senshi Sailor Moon SuperS,"['drama', 'romance']",['toei animation'],tv,7.61,1311,39,1652
Byousoku 5 Centimeter,"['drama', 'romance', 'slice of life']",['comix wave films'],movie,7.61,1312,3,154
Chuuka Ichiban!,"['action', 'comedy', 'drama', 'gourmet']",['nippon animation'],tv,7.61,1313,52,4391
Date A Bullet: Nightmare or Queen,['sci-fi'],['geek toys'],movie,7.61,1314,1,2526
Doraemon (2005),"['comedy', 'sci-fi']",['shin-ei animation'],tv,7.61,1315,0,4548
Free! Dive to the Future,['sports'],"['kyoto animation', 'animation do']",tv,7.61,1316,12,1205
Hakuouki: Sekkaroku,"['action', 'drama', 'fantasy']",['studio deen'],ova,7.61,1317,6,3695
Heartcatch Precure! Movie: Hana no Miyako de Fashion Show... Desu ka!?,['fantasy'],['toei animation'],movie,7.61,1318,1,6538
Hourou Musuko Specials,['drama'],['aic classic'],special,7.61,1319,2,5697
Kekkai Sensen,"['action', 'comedy', 'fantasy', 'supernatural']",['bones'],tv,7.61,1320,12,179
Kekkaishi (TV),"['action', 'adventure', 'comedy', 'supernatural']",['sunrise'],tv,7.61,1321,52,1702
"Kimi to, Nami ni Noretara","['drama', 'romance', 'supernatural']",['science saru'],movie,7.61,1322,1,1181
Konnichiwa Anne: Before Green Gables,"['drama', 'slice of life']",['nippon animation'],tv,7.61,1323,39,6576
Love Live! Sunshine!! The School Idol Movie: Over the Rainbow,['slice of life'],['sunrise'],movie,7.61,1324,1,3068
Majo Minarai wo Sagashite,"['comedy', 'drama']",['toei animation'],movie,7.61,1325,1,5826
One Piece: Episode of Luffy - Hand Island no Bouken,"['action', 'adventure', 'fantasy']",['toei animation'],special,7.61,1326,1,2777
Overlord Movie 1: Fushisha no Ou,"['action', 'fantasy', 'supernatural']",['madhouse'],movie,7.61,1327,1,2144
Ranma ½: Yomigaeru Kioku,"['comedy', 'drama', 'romance']",['studio deen'],ova,7.61,1328,2,4419
Romeo x Juliet,"['drama', 'fantasy', 'romance']",['gonzo'],tv,7.61,1329,24,1106
Soukyuu no Fafner: Dead Aggressor - Exodus 2nd Season,"['action', 'drama', 'sci-fi']","['xebec', 'i.gzwei']",tv,7.61,1331,13,4857
The iDOLM@STER,"['comedy', 'drama']",['a-1 pictures'],tv,7.61,1332,25,1317
Uchuu Kyoudai: Number Zero,"['comedy', 'sci-fi', 'slice of life']",['a-1 pictures'],movie,7.61,1333,1,6507
Zhen Hun Jie,"['action', 'supernatural']",['l²studio'],ona,7.61,1334,24,3105
Master Keaton,"['adventure', 'drama', 'mystery', 'slice of life']",['madhouse'],tv,7.6,1335,24,3929
Mobile Suit Gundam Unicorn RE:0096,"['action', 'drama', 'sci-fi']",['sunrise'],tv,7.6,1336,22,3493
Momo e no Tegami,"['drama', 'supernatural']",['production i.g'],movie,7.6,1337,1,2093
Nisekoi,"['comedy', 'romance']",['shaft'],tv,7.6,1338,20,108
Osomatsu-san 2nd Season,['comedy'],['studio pierrot'],tv,7.6,1339,25,2625
Persona 3 the Movie 3: Falling Down,"['action', 'fantasy', 'supernatural']",['a-1 pictures'],movie,7.6,1340,1,2264
Re:Zero kara Hajimeru Isekai Seikatsu - Hyouketsu no Kizuna,"['drama', 'fantasy', 'suspense']",['white fox'],movie,7.6,1341,1,932
The iDOLM@STER Movie: Kagayaki no Mukougawa e!,"['comedy', 'drama']",['a-1 pictures'],movie,7.6,1342,1,3973
Towa no Quon 6: Towa no Quon,"['action', 'sci-fi', 'supernatural']",['bones'],movie,7.6,1343,1,3134
Ashita no Nadja,"['adventure', 'drama', 'romance']",['toei animation'],tv,7.6,1344,50,3550
Asobi Asobase Specials,['comedy'],['lerche'],special,7.6,1345,2,3053
Black Jack (TV),['drama'],['tezuka productions'],tv,7.6,1346,61,3363
Bleach Movie 4: Jigoku-hen,"['action', 'adventure', 'fantasy']",['studio pierrot'],movie,7.6,1347,1,1024
Chibi Maruko-chan,"['comedy', 'slice of life']",['nippon animation'],tv,7.6,1348,142,5368
Detective Conan Movie 09: Promo Special,"['adventure', 'comedy', 'mystery']",['tms entertainment'],special,7.6,1349,1,5774
Diamond no Ace OVA,['sports'],"['production i.g', 'madhouse']",ova,7.6,1350,3,4626
Doupo Cangqiong 2nd Season,"['action', 'adventure', 'fantasy', 'romance']",['motion magic'],ona,7.6,1351,12,6613
Ga-Rei: Zero,"['action', 'supernatural', 'suspense']","['aic spirits', 'asread.']",tv,7.6,1352,12,869
Juubee Ninpuuchou,"['adventure', 'fantasy', 'horror', 'romance', 'supernatural']",['madhouse'],movie,7.6,1353,1,1480
Kareshi Kanojo no Jijou,"['comedy', 'drama', 'romance', 'slice of life']","['gainax', 'j.c.staff']",tv,7.6,1354,26,966
Kino no Tabi: The Beautiful World - The Animated Series,"['action', 'adventure', 'slice of life']",['lerche'],tv,7.6,1355,12,1071
Majin Tantei Nougami Neuro,"['comedy', 'mystery', 'supernatural']",['madhouse'],tv,7.6,1356,25,2299
Air Gear: Kuro no Hane to Nemuri no Mori - Break on the Sky,"['action', 'comedy', 'sports', 'ecchi']",['satelight'],ova,7.59,1357,3,2323
Ao no Exorcist Movie,"['action', 'fantasy']",['a-1 pictures'],movie,7.59,1358,1,787
Baka to Test to Shoukanjuu: Matsuri,['comedy'],['silver link.'],ova,7.59,1359,2,1492
Boku no Hero Academia the Movie 1: Futari no Hero,['action'],['bones'],movie,7.59,1360,1,250
Code Geass: Hangyaku no Lelouch Special Edition - Black Rebellion,['action'],['sunrise'],ova,7.59,1361,1,3018
Detective Conan: Black History,"['adventure', 'comedy', 'mystery']",['tms entertainment'],special,7.59,1362,1,6186
Dragon Quest: Dai no Daibouken (TV),"['adventure', 'comedy', 'fantasy']",['toei animation'],tv,7.59,1363,46,4037
Fairy Tail,"['action', 'adventure', 'fantasy']","['satelight', 'a-1 pictures']",tv,7.59,1364,175,44
Fanren Xiu Xian Chuan: Fanren Feng Qi Tian Nan,"['action', 'adventure', 'fantasy']","['original force', 'wan wei mao donghua']",ona,7.59,1365,8,8359
GetBackers,"['action', 'comedy', 'drama', 'mystery', 'supernatural']",['studio deen'],tv,7.59,1366,49,1543
Higashi no Eden Movie II: Paradise Lost,"['mystery', 'romance', 'sci-fi', 'suspense']",['production i.g'],movie,7.59,1367,1,1352
Hoshiai no Sora,"['drama', 'sports']",['8bit'],tv,7.59,1368,12,1128
Kara no Kyoukai 1: Fukan Fuukei,"['action', 'mystery', 'supernatural', 'suspense']",['ufotable'],movie,7.59,1369,1,475
Log Horizon 2nd Season,"['action', 'adventure', 'fantasy']",['studio deen'],tv,7.59,1370,25,312
Noein: Mou Hitori no Kimi e,"['adventure', 'drama', 'sci-fi', 'slice of life']",['satelight'],tv,7.59,1371,24,1924
Ore wo Suki nano wa Omae dake ka yo: Oretachi no Game Set,"['comedy', 'romance']",['connect'],ova,7.59,1372,1,1712
Penguin Highway,"['fantasy', 'sci-fi']",['studio colorido'],movie,7.59,1373,1,2241
Runway de Waratte,"['drama', 'slice of life']",['ezόla'],tv,7.59,1374,12,1591
Sengoku Basara Movie: The Last Party,['action'],['production i.g'],movie,7.59,1375,1,3592
Senjou no Valkyria,"['action', 'romance']",['a-1 pictures'],tv,7.59,1376,26,1439
Senki Zesshou Symphogear AXZ,"['action', 'sci-fi']",['satelight'],tv,7.59,1377,13,3342
Shouwa Genroku Rakugo Shinjuu: Yotarou Hourou-hen,['drama'],['studio deen'],ova,7.59,1378,2,5488
Tsubasa Chronicle 2nd Season,"['action', 'adventure', 'drama', 'fantasy', 'mystery', 'romance', 'supernatural']",['bee train'],tv,7.59,1379,26,1580
Tsurezure Children,"['comedy', 'romance']",['studio gokumi'],tv,7.59,1380,12,251
Utawarerumono Specials,"['action', 'comedy', 'drama', 'fantasy']",['olm'],special,7.59,1382,6,4737
Yahari Ore no Seishun Love Comedy wa Machigatteiru. OVA,"['comedy', 'romance']","['""brains base""']",ova,7.59,1383,1,808
New Game!,"['comedy', 'slice of life']",['doga kobo'],tv,7.58,1385,12,462
Radiant 2nd Season,"['action', 'adventure', 'fantasy']",['lerche'],tv,7.58,1387,21,1833
Strike Witches Movie,"['action', 'sci-fi', 'ecchi']",['aic'],movie,7.58,1389,1,2997
Sword Art Online: Alicization - War of Underworld,"['action', 'adventure', 'fantasy']",['a-1 pictures'],tv,7.58,1390,12,259
Tales of Vesperia: The First Strike,"['action', 'adventure', 'fantasy']",['production i.g'],movie,7.58,1391,1,2724
To LOVE-Ru Darkness 2nd Specials,"['comedy', 'romance', 'sci-fi', 'ecchi']",['xebec'],special,7.58,1392,2,1898
Uchuu Senkan Yamato,"['action', 'adventure', 'drama', 'sci-fi']",['group tac'],tv,7.58,1393,26,3811
Ushio to Tora (TV),"['action', 'adventure', 'comedy', 'supernatural']","['mappa', 'studio voln']",tv,7.58,1394,26,941
World Trigger,"['action', 'sci-fi', 'supernatural']",['toei animation'],tv,7.58,1395,73,508
Yamada-kun to 7-nin no Majo (TV),"['comedy', 'mystery', 'romance', 'supernatural']",['lidenfilms'],tv,7.58,1396,12,224
"Yondemasu yo, Azazel-san.","['comedy', 'supernatural']",['production i.g'],ova,7.58,1397,4,3491
Yowamushi Pedal Movie,['sports'],['tms entertainment'],movie,7.58,1398,1,3591
Yowamushi Pedal: Glory Line,['sports'],['tms entertainment'],tv,7.58,1399,25,2584
Yume-iro Pâtissière SP Professional,"['gourmet', 'slice of life']","['studio pierrot', 'studio hibari']",tv,7.58,1400,13,3048
Yuru Yuri,"['comedy', 'girls love', 'slice of life']",['doga kobo'],tv,7.58,1401,12,601
Ani ni Tsukeru Kusuri wa Nai! 4,"['comedy', 'slice of life']",['planet cartoon'],tv,7.58,1402,12,4068
Ao Haru Ride OVA,"['romance', 'slice of life']",['production i.g'],ova,7.58,1403,2,1393
Digimon Adventure Movie,"['action', 'fantasy', 'sci-fi']",['toei animation'],movie,7.58,1406,1,1656
Fate/Grand Order: Shinsei Entaku Ryouiki Camelot 2 - Paladin; Agateram,"['action', 'fantasy', 'supernatural']",['production i.g'],movie,7.58,1407,1,2573
Fukigen na Mononokean Tsuzuki,"['comedy', 'supernatural']",['pierrot plus'],tv,7.58,1408,13,2779
Full Metal Panic! Invisible Victory,['action'],['xebec'],tv,7.58,1409,12,1882
Gokinjo Monogatari,"['comedy', 'drama', 'romance', 'slice of life']",['toei animation'],tv,7.58,1410,50,4184
Hakuouki: Hekketsuroku,"['action', 'drama', 'supernatural']",['studio deen'],tv,7.58,1411,10,1980
Higashi no Eden: Air Communication,"['mystery', 'romance', 'sci-fi', 'suspense']",['production i.g'],movie,7.58,1412,1,3331
Hybrid Child,"['boys love', 'drama', 'romance', 'sci-fi']",['studio deen'],ova,7.58,1413,4,2112
K: Return of Kings,"['action', 'supernatural']",['gohands'],tv,7.58,1414,13,627
Kino no Tabi: The Beautiful World - Tou no Kuni - Free Lance,"['adventure', 'fantasy']",['a.c.g.t.'],special,7.58,1415,1,3171
"Lupin III: Episode 0 ""First Contact""","['action', 'adventure', 'comedy', 'mystery']",['tms entertainment'],special,7.58,1416,1,5599
Mahou Sensei Negima!: Mou Hitotsu no Sekai,"['action', 'adventure', 'supernatural', 'ecchi']","['shaft', 'studio pastoral']",ova,7.58,1417,4,3904
Aa! Megami-sama!: Tatakau Tsubasa,"['comedy', 'romance', 'supernatural']",['aic'],special,7.57,1418,2,3719
Angel Beats! Specials,"['comedy', 'supernatural']",['p.a. works'],special,7.57,1419,2,763
Arakawa Under the Bridge,"['comedy', 'romance']",['shaft'],tv,7.57,1420,13,574
Boku no Hero Academia the Movie 3: World Heroes' Mission,['action'],['bones'],movie,7.57,1421,1,1198
Demi-chan wa Kataritai,"['comedy', 'fantasy']",['a-1 pictures'],tv,7.57,1422,12,487
"Donten ni Warau Gaiden: Shukumei, Soutou no Fuuma","['action', 'supernatural']",['wit studio'],movie,7.57,1423,1,5324
Dungeon ni Deai wo Motomeru no wa Machigatteiru Darou ka,"['action', 'adventure', 'comedy', 'fantasy', 'romance']",['j.c.staff'],tv,7.57,1424,13,71
Durarara!!x2 Ketsu: Dufufufu!!,"['action', 'mystery', 'supernatural']",['shuka'],special,7.57,1425,1,2626
Garo Movie: Divine Flame,"['action', 'fantasy', 'supernatural']",['mappa'],movie,7.57,1426,1,3954
Gugure! Kokkuri-san,"['comedy', 'supernatural']",['tms entertainment'],tv,7.57,1427,12,1122
Hataraku Saibou (TV),['comedy'],['david production'],tv,7.57,1428,13,300
Higashi no Eden Movie I: The King of Eden,"['mystery', 'romance', 'sci-fi', 'suspense']",['production i.g'],movie,7.57,1429,1,1199
Hinomaruzumou,['sports'],['gonzo'],tv,7.57,1430,24,1663
Kami no Tou,"['action', 'adventure', 'drama', 'fantasy', 'mystery']",['telecom animation film'],tv,7.57,1431,13,183
Kara no Kyoukai Remix: Gate of Seventh Heaven,"['action', 'mystery', 'romance', 'suspense']",['ufotable'],movie,7.57,1432,1,2805
Love Live! Sunshine!! 2nd Season,['slice of life'],['sunrise'],tv,7.57,1433,13,1685
Mobile Suit Gundam 00 Special Edition,"['action', 'drama', 'sci-fi']",['sunrise'],ova,7.57,1434,3,5278
Moyashimon,"['comedy', 'gourmet', 'supernatural']","['telecom animation film', 'shirogumi']",tv,7.57,1435,11,2203
Net-juu no Susume,"['comedy', 'romance']",['signal.md'],ona,7.57,1436,10,444
No.6,"['action', 'drama', 'mystery', 'sci-fi']",['bones'],tv,7.57,1437,11,459
Nodame Cantabile: Finale OVA,"['comedy', 'romance']",['j.c.staff'],ova,7.57,1438,1,3594
Saint Seiya: Meiou Hades Elysion-hen,"['action', 'fantasy']",['toei animation'],ova,7.57,1439,6,3075
Sakamoto Desu ga?,"['comedy', 'slice of life']",['studio deen'],tv,7.57,1440,12,229
Seitokai Yakuindomo,"['comedy', 'slice of life']",['gohands'],tv,7.57,1441,13,400
Shakugan no Shana II (Second),"['action', 'drama', 'fantasy', 'romance', 'supernatural']",['j.c.staff'],tv,7.57,1442,24,652
Sora no Otoshimono: Tokeijikake no Angeloid,"['comedy', 'drama', 'romance', 'sci-fi', 'supernatural', 'ecchi']",['aic asta'],movie,7.57,1443,1,1435
Sword Art Online Movie: Ordinal Scale,"['action', 'adventure', 'fantasy']",['a-1 pictures'],movie,7.57,1444,1,245
Tada-kun wa Koi wo Shinai,"['comedy', 'romance', 'slice of life']",['doga kobo'],tv,7.57,1445,13,777
Tensura Nikki: Tensei shitara Slime Datta Ken,"['comedy', 'fantasy', 'slice of life']",['8bit'],tv,7.57,1446,12,754
Yama no Susume Third Season,"['adventure', 'comedy', 'slice of life']",['8bit'],tv,7.57,1447,13,4146
Minami-ke Okaeri,"['comedy', 'slice of life']",['asread.'],tv,7.56,1448,13,2305
Mini Dragon Specials,['comedy'],['kyoto animation'],special,7.56,1449,8,3411
Mobile Fighter G Gundam,"['adventure', 'comedy', 'drama', 'romance', 'sci-fi', 'sports']",['sunrise'],tv,7.56,1450,49,2333
Mutsu Enmei Ryuu Gaiden: Shura no Toki,['action'],['studio comet'],tv,7.56,1451,26,3951
Nijuu Mensou no Musume,"['action', 'adventure', 'mystery']","['bones', 'telecom animation film']",tv,7.56,1452,22,3323
Nobunaga Concerto,"['comedy', 'romance']",['fuji tv'],tv,7.56,1453,10,2528
Patapata Hikousen no Bouken,"['adventure', 'sci-fi']",['telecom animation film'],tv,7.56,1454,26,6284
Planetarian: Chiisana Hoshi no Yume,"['drama', 'sci-fi']",['david production'],ona,7.56,1455,5,1895
Re:Zero kara Hajimeru Isekai Seikatsu - Memory Snow,['fantasy'],['white fox'],movie,7.56,1456,1,767
Shounen Onmyouji,"['action', 'fantasy', 'supernatural']",['studio deen'],tv,7.56,1457,26,2558
Slam Dunk: Shouhoku Saidai no Kiki! Moero Sakuragi Hanamichi,['sports'],['toei animation'],movie,7.56,1458,1,4729
Sword Art Online: Alicization,"['action', 'adventure', 'fantasy']",['a-1 pictures'],tv,7.56,1459,24,144
Tamayura: More Aggressive,"['comedy', 'drama', 'slice of life']",['tyo animations'],tv,7.56,1460,12,4289
Uchuu Patrol Luluco,"['action', 'adventure', 'comedy']",['trigger'],tv,7.56,1462,13,1350
Un-Go: Inga-ron,"['mystery', 'supernatural']",['bones'],movie,7.56,1463,1,3148
Wakakusa Monogatari: Nan to Jo-sensei,"['drama', 'slice of life']",['nippon animation'],tv,7.56,1464,40,6870
Yama no Susume Second Season,"['adventure', 'comedy', 'slice of life']",['8bit'],tv,7.56,1465,24,3480
Aa! Megami-sama!: Sorezore no Tsubasa,"['comedy', 'romance', 'supernatural']",['aic'],tv,7.56,1466,22,2328
Bakuten!!,['sports'],['zexcs'],tv,7.56,1467,12,1908
Basilisk: Kouga Ninpou Chou,"['action', 'adventure', 'fantasy', 'romance', 'supernatural']",['gonzo'],tv,7.56,1468,24,1104
Black Jack 21,"['action', 'drama']",['tezuka productions'],tv,7.56,1469,17,5117
Chuunibyou demo Koi ga Shitai! Ren,"['comedy', 'drama', 'romance', 'slice of life']",['kyoto animation'],tv,7.56,1470,12,235
Dragon Ball Z Movie 12: Fukkatsu no Fusion!! Gokuu to Vegeta,"['action', 'adventure', 'comedy', 'fantasy', 'sci-fi']",['toei animation'],movie,7.56,1471,1,1387
Free! Movie 1: Timeless Medley - Kizuna,['sports'],['kyoto animation'],movie,7.56,1472,1,2916
Free!: Dive to the Future - Soushun no Build-up!,['comedy'],['kyoto animation'],special,7.56,1473,1,4325
Gensoumaden Saiyuuki,"['action', 'adventure', 'comedy', 'drama', 'supernatural']",['studio pierrot'],tv,7.56,1474,50,2595
Hakumei no Tsubasa,"['action', 'adventure', 'comedy', 'fantasy']","['studio colorido', 'filmony']",ona,7.56,1475,7,4305
Hakumei to Mikochi: Neji to Bed to Irori to Bakuchi,"['fantasy', 'slice of life']",['lerche'],special,7.56,1476,1,6228
Hokuto no Ken 2,"['action', 'drama']",['toei animation'],tv,7.56,1477,43,3598
